,,,,,,,,,,,,Concentrations,,,,,,,,,,,,,,Flow and Method,,,,,Load,,,,,,,,,,,,,,,,
6/19/2016,2016,2,1,ST,INF,INF-02-GB,FALSE,AC,FALSE,NA,FALSE,0.01,NA,NA,NA,4.8,NA,NA,4.54,0.145,NA,NA,4.405,NA,NA,136499.23,GB,7.0 L Bucket,Siphon,NA,1364.992,#VALUE!,#VALUE!,#VALUE!,655196.304,#VALUE!,#VALUE!,619706.504,19792.388,#VALUE!,#VALUE!,601279.108,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of Inflow I2 Time 1, 2"
6/20/2016,2016,2,2,CT,INF,INF-02-GB,FALSE,AC,FALSE,NA,FALSE,0.01,NA,NA,NA,4.8,NA,NA,4.54,0.145,NA,NA,4.405,NA,NA,124076.27,GB,7.0 L Bucket,Siphon,NA,1240.763,#VALUE!,#VALUE!,#VALUE!,595566.096,#VALUE!,#VALUE!,563306.266,17991.059,#VALUE!,#VALUE!,546555.969,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of Inflow I2 Time 1, 2"
6/20/2016,2016,2,2,MT,INF,INF-02-GB,FALSE,AC,FALSE,NA,FALSE,0.01,NA,NA,NA,4.8,NA,NA,4.54,0.145,NA,NA,4.405,NA,NA,115146.45,GB,7.0 L Bucket,Siphon,NA,1151.465,#VALUE!,#VALUE!,#VALUE!,552702.96,#VALUE!,#VALUE!,522764.883,16696.235,#VALUE!,#VALUE!,507220.112,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of Inflow I2 Time 1, 2"
6/20/2016,2016,2,2,ST,INF,INF-02-GB,FALSE,AC,FALSE,NA,FALSE,0.01,NA,NA,NA,4.8,NA,NA,4.54,0.145,NA,NA,4.405,NA,NA,109959.64,GB,7.0 L Bucket,Siphon,NA,1099.596,#VALUE!,#VALUE!,#VALUE!,527806.272,#VALUE!,#VALUE!,499216.766,15944.148,#VALUE!,#VALUE!,484372.214,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of Inflow I2 Time 1, 2"
6/19/2016,2016,2,1,CT,OUT,CT1-02-OT,FALSE,AC,FALSE,NA,FALSE,0.062,0.025,NA,0.065,4.795,NA,NA,4.149,0.132,0.0203,NA,4.5545,NA,914.09,31999.53,ISC,Bubbler,Siphon,7 V,1978.153,807.988,#VALUE!,2063.969,153423.182,#VALUE!,#VALUE!,132760.215,4218.119,647.99,#VALUE!,145743.296,#VALUE!,29250446.72,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of CT1 I2 Time 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 6-D. TP, TKN, TSP average of CT I2 T1, 2, 5, 10. "
6/19/2016,2016,2,1,CT,OUT,CT1-02-OT,FALSE,TRUE,FALSE,NA,FALSE,0.06,0.011,NA,0.064,4.72,NA,NA,4.63,0.19,0.009,NA,4.51,NA,760,31999.53,ISC,Bubbler,Siphon,7 V,1919.972,351.995,#VALUE!,2047.97,151037.763,#VALUE!,#VALUE!,148157.805,6079.91,287.996,#VALUE!,144317.862,#VALUE!,24319639.76,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",
6/19/2016,2016,2,1,MT,OUT,MT1-02-OT,FALSE,AC,FALSE,NA,FALSE,0.037,0.01,NA,0.116,4.757,NA,NA,4.527,0.147,0.008,NA,6.64,NA,164.443,2988.26,ISC,Bubbler,Siphon,10 V,109.569,29.883,#VALUE!,345.642,14214.147,#VALUE!,#VALUE!,13526.848,438.278,24.902,#VALUE!,19842.033,#VALUE!,491399.106,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of MT1 I2 Time 1, 2, 2-D"
6/19/2016,2016,2,1,MT,OUT,MT1-02-OT,FALSE,TRUE,FALSE,NA,FALSE,0.04,0.006,NA,0.161,4.71,NA,NA,4.53,0.13,0.004,NA,5.91,NA,90,2988.26,ISC,Bubbler,Siphon,10 V,119.53,17.93,#VALUE!,481.11,14074.695,#VALUE!,#VALUE!,13536.809,388.474,11.953,#VALUE!,17660.605,#VALUE!,268943.22,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",
6/19/2016,2016,2,1,ST,OUT,ST1-02-OT,FALSE,AC,FALSE,NA,FALSE,0.033,0.008,NA,U,4.743,NA,NA,4.467,0.139,0.006,NA,5.31,NA,276.481,16370.88,ISC,Bubbler,Siphon,7 V,545.696,124.419,#VALUE!,#VALUE!,77652.55,#VALUE!,#VALUE!,73123.273,2273.734,94.951,#VALUE!,86929.383,#VALUE!,4526239.645,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of ST1 I2 Time 1, 2, 3, 4, 5, 6, 7, 8, 5-D. TP, TKN, TSP average of ST 1 I2 T 1, 2, 4, 6, 5-D. Original TKN values, 0.064,0.067,0.071, 0, 0.071"
6/19/2016,2016,2,1,ST,OUT,ST1-02-OT,FALSE,TRUE,FALSE,NA,FALSE,0.03,0.02,NA,0.076,4.84,NA,NA,4.44,0.11,0.017,NA,5.33,NA,240,16370.88,ISC,Bubbler,Siphon,7 V,491.126,327.418,#VALUE!,1244.187,79235.069,#VALUE!,#VALUE!,72686.716,1800.797,278.305,#VALUE!,87256.801,#VALUE!,3929011.68,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",
6/20/2016,2016,2,2,CT,OUT,CT2-02-OT,FALSE,AC,FALSE,NA,FALSE,0.04,U,NA,0.028,4.782,NA,NA,4.545,0.199,U,NA,4.975,NA,677.949,36432.52,ISC,Bubbler,Siphon,7 V,1457.301,#VALUE!,#VALUE!,1026.183,174225.506,#VALUE!,#VALUE!,165585.794,7260.48,#VALUE!,#VALUE!,181251.777,#VALUE!,24699397.55,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of CT2 I2 Time 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 7D, 24D. TP, TKN, TSP average of CT2 I2 T1, 2, 4, 6, 12, 24-D.Original TP values, .004,0,.004,.027,.003,.003. Original TSP values, .002,0,.003,.002,.001,.001. "
6/20/2016,2016,2,2,CT,OUT,CT2-02-OT,FALSE,TRUE,FALSE,NA,FALSE,0.04,0.004,NA,0.051,4.71,NA,NA,4.45,0.12,0.003,NA,4.26,NA,650,36432.52,ISC,Bubbler,Siphon,7 V,1457.301,145.73,#VALUE!,1858.058,171597.16,#VALUE!,#VALUE!,162124.705,4371.902,109.298,#VALUE!,155202.527,#VALUE!,23681136.7,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",
6/20/2016,2016,2,2,MT,OUT,MT2-02-OT,FALSE,AC,FALSE,NA,FALSE,0.03,0.013,NA,0.067,4.688,NA,NA,4.51,0.123,0.009,NA,6.6725,NA,287.083,2597.65,ISC,Bubbler,Siphon,10 V,77.929,32.904,#VALUE!,174.908,12176.466,#VALUE!,#VALUE!,11715.383,318.212,24.245,#VALUE!,17332.793,#VALUE!,745738.708,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of ST2 I2 Time 1, 2, 3, 2-D. TP, TKN, TSP average of ST I1 T1, 2, 3."
6/20/2016,2016,2,2,MT,OUT,MT2-02-OT,FALSE,TRUE,FALSE,NA,FALSE,0.03,0.004,NA,0.056,4.77,NA,NA,4.61,0.13,0.003,NA,5.68,NA,271.667,2597.65,ISC,Bubbler,Siphon,10 V,77.929,10.391,#VALUE!,145.468,12390.771,#VALUE!,#VALUE!,11975.148,337.694,7.793,#VALUE!,14754.629,#VALUE!,705693.83,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",
6/20/2016,2016,2,2,ST,OUT,ST2-02-OT,FALSE,AC,FALSE,NA,FALSE,0.03,0.005,NA,0.045,4.813,NA,NA,4.507,0.18,0.004,NA,5.3767,NA,1306.11,4605.21,ISC,Bubbler,Siphon,7 V,138.156,23.026,#VALUE!,204.932,22166.408,#VALUE!,#VALUE!,20754.144,828.938,18.421,#VALUE!,24760.676,#VALUE!,6014910.18,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)","Analytical composite. Average of ST2 I2 Time 1, 2, 2-D.  TP, TKN, TSP average of ST I1 T1, 2."
6/20/2016,2016,2,2,ST,OUT,ST2-02-OT,FALSE,TRUE,FALSE,NA,FALSE,0.05,0.052,NA,0.046,4.8,NA,NA,4.59,0.16,0.049,NA,5.82,NA,1240,4605.21,ISC,Bubbler,Siphon,7 V,230.26,239.471,#VALUE!,211.84,22105.006,#VALUE!,#VALUE!,21137.912,736.834,225.655,#VALUE!,26802.319,#VALUE!,5710459.78,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ","NPOC/TN (Manny, ECOCORE), Ortho-P (Manny, in-house), Total P, Total N, TSP (CSU Soil, Water and Plant Testing Laboratory), TSS (in-house)",
6/26/2017,2017,1,1,CT,INF,INF-01-GB,FALSE,FALSE,FALSE,NA,FALSE,U,U,NA,U,9.5,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/26/2017,2017,1,1,MT,INF,INF-01-GB,FALSE,FALSE,FALSE,NA,FALSE,U,U,NA,U,9.5,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/26/2017,2017,1,1,ST,INF,INF-01-GB,FALSE,FALSE,FALSE,NA,FALSE,U,U,NA,U,9.5,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/27/2017,2017,1,2,CT,INF,INF-01-GB,FALSE,FALSE,FALSE,NA,FALSE,U,U,NA,U,9.5,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/27/2017,2017,1,2,MT,INF,INF-01-GB,FALSE,FALSE,FALSE,NA,FALSE,U,U,NA,U,9.5,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/27/2017,2017,1,2,ST,INF,INF-01-GB,FALSE,FALSE,FALSE,NA,FALSE,U,U,NA,U,9.5,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/26/2017,2017,1,1,CT,OUT,CT1-01-FF,TRUE,FALSE,FALSE,NA,FALSE,NA,0.5,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,956.667,38145.23,ISC,Bubbler,Siphon,7 V,#VALUE!,19072.615,#VALUE!,122064.736,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,36492270.04,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/26/2017,2017,1,1,CT,OUT,CT1-01-OT,FALSE,TRUE,FALSE,NA,FALSE,0.065,0.31,NA,1.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,738.333,38145.23,ISC,Bubbler,Siphon,7 V,2479.44,11825.021,#VALUE!,57217.845,362379.685,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,28163893.55,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/26/2017,2017,1,1,CT,OUT,CT1-01-OT-D,FALSE,TRUE,TRUE,NA,FALSE,0.067,0.21,NA,1.5,9.4,NA,NA,NA,NA,NA,NA,NA,NA,776.667,38145.23,ISC,Bubbler,Siphon,7 V,2555.73,8010.498,#VALUE!,57217.845,358565.162,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,29626129.91,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/26/2017,2017,1,1,MT,OUT,MT1-01-FF,TRUE,FALSE,FALSE,NA,FALSE,NA,0.15,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1123.333,16900.03,ISC,Bubbler,Siphon,10 V,#VALUE!,2535.005,#VALUE!,125060.222,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,18984366.47,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/26/2017,2017,1,1,MT,OUT,MT1-01-OT,FALSE,TRUE,FALSE,NA,FALSE,U,0.1,NA,U,9.3,NA,NA,NA,NA,NA,NA,NA,NA,213.333,16900.03,ISC,Bubbler,Siphon,10 V,#VALUE!,1690.003,#VALUE!,#VALUE!,157170.279,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3605339.17,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/26/2017,2017,1,1,ST,OUT,ST1-01-FF,TRUE,FALSE,FALSE,NA,FALSE,NA,0.26,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,813.333,23353.45,ISC,Bubbler,Siphon,7 V,#VALUE!,6071.897,#VALUE!,88743.11,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,18994138.56,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/26/2017,2017,1,1,ST,OUT,ST1-01-OT,FALSE,TRUE,FALSE,NA,FALSE,U,0.11,NA,U,9.4,NA,NA,NA,NA,NA,NA,NA,NA,160,23353.45,ISC,Bubbler,Siphon,7 V,#VALUE!,2568.88,#VALUE!,#VALUE!,219522.43,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3736552,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/27/2017,2017,1,2,CT,OUT,CT2-01-FF,TRUE,FALSE,FALSE,NA,FALSE,NA,0.39,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3835,123428.85,ISC,Bubbler,Siphon,7 V,#VALUE!,48137.252,#VALUE!,1209602.73,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,473349639.8,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/27/2017,2017,1,2,CT,OUT,CT2-01-OT,FALSE,TRUE,FALSE,NA,FALSE,U,0.3,NA,6.5,9.3,NA,NA,NA,NA,NA,NA,NA,NA,2988.333,123428.85,ISC,Bubbler,Siphon,7 V,#VALUE!,37028.655,#VALUE!,802287.525,1147888.305,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,368846505.6,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/27/2017,2017,1,2,MT,OUT,MT2-01-FF,TRUE,FALSE,FALSE,NA,FALSE,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665,8724.43,ISC,Bubbler,Siphon,10 V,#VALUE!,7939.231,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,14526175.95,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/27/2017,2017,1,2,MT,OUT,MT2-01-OT,FALSE,TRUE,FALSE,NA,FALSE,U,0.13,NA,2.6,9.7,NA,NA,NA,NA,NA,NA,NA,NA,765,8724.43,ISC,Bubbler,Siphon,10 V,#VALUE!,1134.176,#VALUE!,22683.518,84626.971,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,6674188.95,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/27/2017,2017,1,2,ST,OUT,ST2-01-FF,TRUE,FALSE,FALSE,NA,FALSE,NA,0.13,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,563.333,5090.83,ISC,Bubbler,Siphon,7 V,#VALUE!,661.808,#VALUE!,13236.158,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2867832.536,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/27/2017,2017,1,2,ST,OUT,ST2-01-OT,FALSE,TRUE,FALSE,NA,FALSE,0.27,0.14,NA,1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,333.333,5090.83,ISC,Bubbler,Siphon,7 V,1374.524,712.716,#VALUE!,5090.83,46326.553,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1696943.164,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
6/27/2017,2017,1,2,ST,OUT,ST2-01-OT-D,FALSE,TRUE,TRUE,NA,FALSE,U,0.12,NA,U,9.3,NA,NA,NA,NA,NA,NA,NA,NA,335,5090.83,ISC,Bubbler,Siphon,7 V,#VALUE!,610.9,#VALUE!,#VALUE!,47344.719,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1705428.05,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,
7/9/2017,2017,2,1,CT,INF,INF-02-GB,FALSE,FALSE,FALSE,H,FALSE,U,U,NA,U,6.9,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,"H flag, Ortho P. ISCO data says flow starts on 7/10, lab reports 7/14, we suspect this to be out of hold time"
7/9/2017,2017,2,1,MT,INF,INF-02-GB,FALSE,FALSE,FALSE,H,FALSE,U,U,NA,U,6.9,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,"H flag, Ortho P. ISCO data says flow starts on 7/10, lab reports 7/14, we suspect this to be out of hold time"
7/9/2017,2017,2,1,ST,INF,INF-02-GB,FALSE,FALSE,FALSE,H,FALSE,U,U,NA,U,6.9,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,"H flag, Ortho P. ISCO data says flow starts on 7/10, lab reports 7/14, we suspect this to be out of hold time"
7/10/2017,2017,2,2,CT,INF,INF-02-GB,FALSE,FALSE,FALSE,H,FALSE,U,U,NA,U,6.9,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,"H flag, Ortho P. ISCO data says flow starts on 7/10, lab reports 7/14, we suspect this to be out of hold time"
7/10/2017,2017,2,2,MT,INF,INF-02-GB,FALSE,FALSE,FALSE,H,FALSE,U,U,NA,U,6.9,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,"H flag, Ortho P. ISCO data says flow starts on 7/10, lab reports 7/14, we suspect this to be out of hold time"
7/10/2017,2017,2,2,ST,INF,INF-02-GB,FALSE,FALSE,FALSE,H,FALSE,U,U,NA,U,6.9,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,GB,7.0 L Bucket,Siphon,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,"H flag, Ortho P. ISCO data says flow starts on 7/10, lab reports 7/14, we suspect this to be out of hold time"
7/9/2017,2017,2,1,CT,OUT,CT1-02-FF,TRUE,FALSE,FALSE,H,FALSE,0.078,0.33,NA,4.2,8.4,NA,NA,NA,NA,NA,NA,NA,NA,2538.333,53141.4,ISC,Bubbler,Siphon,7 V,4145.029,17536.662,#VALUE!,223193.88,446387.76,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,134890569.3,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,"H flag, Ortho P. ISCO data says flow starts on 7/10, lab reports 7/14, we suspect this to be out of hold time"
7/9/2017,2017,2,1,CT,OUT,CT1-02-OT,FALSE,TRUE,FALSE,H,FALSE,0.054,0.21,NA,U,8.4,NA,NA,NA,NA,NA,NA,NA,NA,2673.333,53141.4,ISC,Bubbler,Siphon,7 V,2869.636,11159.694,#VALUE!,#VALUE!,446387.76,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,142064658.3,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,"H flag, Ortho P. ISCO data says flow starts on 7/10, lab reports 7/14, we suspect this to be out of hold time"
7/9/2017,2017,2,1,CT,OUT,CT1-02-OT-D,FALSE,TRUE,TRUE,H,FALSE,U,0.19,NA,4.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,2433.333,53141.4,ISC,Bubbler,Siphon,7 V,#VALUE!,10096.866,#VALUE!,239136.3,446387.76,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,129310722.3,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,"H flag, Ortho P. ISCO data says flow starts on 7/10, lab reports 7/14, we suspect this to be out of hold time"
7/9/2017,2017,2,1,MT,OUT,MT1-02-FF,TRUE,FALSE,FALSE,H,FALSE,0.073,0.28,NA,5.2,11,NA,NA,NA,NA,NA,NA,NA,NA,1898.333,34386.73,ISC,Bubbler,Siphon,10 V,2510.231,9628.284,#VALUE!,178810.996,378254.03,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,65277464.32,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC) ",ALS Fort Collins,"H flag, Ortho P. ISCO data says flow starts on 7/10, lab reports 7/14, we suspect this to be out of hold time"
