_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,PreviousHarvestDate,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate,Season_STIR_StartDate,Season_STIR_LeftCensored,Season_STIR_BoundaryDayCarryover,Residue_PercentCover,Residue_DryMass_kg_m2,Residue_n,Result_is_nd,Result_mg_L_cens,Result_lod_mg_L,Inflow_is_nd,Inflow_Result_mg_L_cens,Inflow_lod_mg_L,analyte_abbr,cout_z,cin_z,stir_season_z,stir_cumall_z,volume_z,IRR_z,inflow_volume_z,residue_prop,residue_obs,ObservationDate,DayOfYear,DaysSincePlant,DaysUntilHarvest,IrrigationInfrastructure,PhysicalEventID,ConcentrationObservationID,EventDate,y_logC,y_logV,Result_mg_L_model_pred,Result_mg_L_model_pi_low,Result_mg_L_model_pi_high,Volume_model_pred,Volume_model_pi_low,Volume_model_pi_high,Result_mg_L_pred,Result_mg_L_pi_low,Result_mg_L_pi_high,q_conformal_logC,Volume_pred,Volume_pi_low,Volume_pi_high,q_conformal_logV,Result_mg_L_filled,Volume_filled
12910,2022-09-06,2022,8,1,CT,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",NPOC,,,,93265.31,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,5.666666666666667,0.0081666666666666,3,0,,,0,,,NPOC,,,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.3206273901815528,0.0566666666666666,1,2022-09-06,249,130,48,Siphon,PE_ebead115648e1ebda0bb,CO_f035c413db14663169bb,2022-09-06,,,1.069416140499147,0.00043826272868395023,3.280607131996292,14003.307877146235,1313.6474859115851,149180.16165711798,1.069416140499147,0.00043826272868395023,3.280607131996292,0.7268283430420093,14003.307877146235,1313.6474859115851,149180.16165711798,2.365796429652071,1.069416140499147,14003.307877146235
14014,2022-09-06,2022,8,1,CT,OUT,,True,,False,,,,GB,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",TDS,,,,93265.31,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,5.666666666666667,0.0081666666666666,3,0,,,0,,,TDS,,,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.3206273901815528,0.0566666666666666,1,2022-09-06,249,130,48,Siphon,PE_ebead115648e1ebda0bb,CO_fc72adaf79763bc48e9c,2022-09-06,,,0.8353198884343398,0.0,2.7963767896541696,14003.307877146235,1313.6474859115851,149180.16165711798,0.8353198884343398,0.0,2.7963767896541696,0.7268283430420093,14003.307877146235,1313.6474859115851,149180.16165711798,2.365796429652071,0.8353198884343398,14003.307877146235
14020,2022-09-06,2022,8,1,CT,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",TDS,,,,93265.31,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,5.666666666666667,0.0081666666666666,3,0,,,0,,,TDS,,,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.3206273901815528,0.0566666666666666,1,2022-09-06,249,130,48,Siphon,PE_ebead115648e1ebda0bb,CO_74054ed7c7526fa55724,2022-09-06,,,0.4942615414098944,0.0,2.090894328138446,14003.307877146235,1313.6474859115851,149180.16165711798,0.4942615414098944,0.0,2.090894328138446,0.7268283430420093,14003.307877146235,1313.6474859115851,149180.16165711798,2.365796429652071,0.4942615414098944,14003.307877146235
14021,2022-09-06,2022,8,1,CT,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",TDS,,,,93265.31,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,5.666666666666667,0.0081666666666666,3,0,,,0,,,TDS,,,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.3206273901815528,0.0566666666666666,1,2022-09-06,249,130,48,Siphon,PE_ebead115648e1ebda0bb,CO_1b0e397c08ff82980e53,2022-09-06,,,0.4942615414098944,0.0,2.090894328138446,14003.307877146235,1313.6474859115851,149180.16165711798,0.4942615414098944,0.0,2.090894328138446,0.7268283430420093,14003.307877146235,1313.6474859115851,149180.16165711798,2.365796429652071,0.4942615414098944,14003.307877146235
15125,2022-09-06,2022,8,1,CT,OUT,,True,,False,,,,GB,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",TSS,,,,93265.31,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,5.666666666666667,0.0081666666666666,3,0,,,0,,,TSS,,,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.3206273901815528,0.0566666666666666,1,2022-09-06,249,130,48,Siphon,PE_ebead115648e1ebda0bb,CO_721b4bf269d27a16aeb5,2022-09-06,,,247.16244742445411,118.97162045712845,512.3264023361429,14003.307877146235,1313.6474859115851,149180.16165711798,247.16244742445411,118.97162045712845,512.3264023361429,0.7268283430420093,14003.307877146235,1313.6474859115851,149180.16165711798,2.365796429652071,247.16244742445411,14003.307877146235
15131,2022-09-06,2022,8,1,CT,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",TSS,,,,93265.31,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,5.666666666666667,0.0081666666666666,3,0,,,0,,,TSS,,,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.3206273901815528,0.0566666666666666,1,2022-09-06,249,130,48,Siphon,PE_ebead115648e1ebda0bb,CO_d8d79e7f3e79fe334a98,2022-09-06,,,182.76570588590135,87.83966832367385,379.1211249090702,14003.307877146235,1313.6474859115851,149180.16165711798,182.76570588590135,87.83966832367385,379.1211249090702,0.7268283430420093,14003.307877146235,1313.6474859115851,149180.16165711798,2.365796429652071,182.76570588590135,14003.307877146235
15132,2022-09-06,2022,8,1,CT,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",TSS,,,,93265.31,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,5.666666666666667,0.0081666666666666,3,0,,,0,,,TSS,,,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.3206273901815528,0.0566666666666666,1,2022-09-06,249,130,48,Siphon,PE_ebead115648e1ebda0bb,CO_0c307026c1f8ffaed3c4,2022-09-06,,,182.76570588590135,87.83966832367385,379.1211249090702,14003.307877146235,1313.6474859115851,149180.16165711798,182.76570588590135,87.83966832367385,379.1211249090702,0.7268283430420093,14003.307877146235,1313.6474859115851,149180.16165711798,2.365796429652071,182.76570588590135,14003.307877146235
685,2022-09-07,2022,8,2,CT,OUT,CT2-FF-07-GB,True,FALSE,False,,False,,GB,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,OrthoP,0.09,0.0,,101434.03,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,8.0,0.0176666666666666,3,0,0.09,0.75,1,,0.75,OP,-0.2542284489182598,-0.3885840286996418,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.0842323019032285,0.08,1,2022-09-07,250,131,47,Siphon,PE_26a08057b7264787ef06,CO_bb9b8ef813475d1e0ad8,2022-09-07,0.08617769624105233,,0.06554057279276355,0.0,1.2040808931875624,13583.464045730338,1274.2348535781355,144707.7670886288,,,,,13583.464045730338,1274.2348535781355,144707.7670886288,2.365796429652071,0.09,13583.464045730338
694,2022-09-07,2022,8,2,CT,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",OrthoP,,0.0,,101434.03,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,8.0,0.0176666666666666,3,0,,0.75,1,,0.75,OP,,-0.3885840286996418,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.0842323019032285,0.08,1,2022-09-07,250,131,47,Siphon,PE_26a08057b7264787ef06,CO_a6c2a2325dfd588f202a,2022-09-07,,,0.010983901873667327,0.0,1.091229896201558,13583.464045730338,1274.2348535781355,144707.7670886288,0.010983901873667327,0.0,1.091229896201558,0.7268283430420093,13583.464045730338,1274.2348535781355,144707.7670886288,2.365796429652071,0.010983901873667327,13583.464045730338
695,2022-09-07,2022,8,2,CT,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",OrthoP,,0.0,,101434.03,True,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,8.0,0.0176666666666666,3,0,,0.75,1,,0.75,OP,,-0.3885840286996418,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.0842323019032285,0.08,1,2022-09-07,250,131,47,Siphon,PE_26a08057b7264787ef06,CO_11f8e31ccbdbb7d91589,2022-09-07,,,0.010983901873667327,0.0,1.091229896201558,13583.464045730338,1274.2348535781355,144707.7670886288,0.010983901873667327,0.0,1.091229896201558,0.7268283430420093,13583.464045730338,1274.2348535781355,144707.7670886288,2.365796429652071,0.010983901873667327,13583.464045730338
1796,2022-09-07,2022,8,2,CT,OUT,CT2-FF-07-GB,True,FALSE,False,,False,,GB,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,TotalP,0.0,0.0,,101434.03,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,8.0,0.0176666666666666,3,1,,0.05,1,,0.05,TP,-0.431448667414431,-0.4332220146554506,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.0842323019032285,0.08,1,2022-09-07,250,131,47,Siphon,PE_26a08057b7264787ef06,CO_7c22d3cf6ebfa987c5fc,2022-09-07,0.0,,0.1492939240746108,0.0,1.3773255034954688,13583.464045730338,1274.2348535781355,144707.7670886288,,,,,13583.464045730338,1274.2348535781355,144707.7670886288,2.365796429652071,0.0,13583.464045730338
1805,2022-09-07,2022,8,2,CT,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",TotalP,,0.0,,101434.03,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,8.0,0.0176666666666666,3,0,,0.05,1,,0.05,TP,,-0.4332220146554506,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.0842323019032285,0.08,1,2022-09-07,250,131,47,Siphon,PE_26a08057b7264787ef06,CO_672eb365c903a3b4558b,2022-09-07,,,0.0,0.0,1.0552153194808227,13583.464045730338,1274.2348535781355,144707.7670886288,0.0,0.0,1.0552153194808227,0.7268283430420093,13583.464045730338,1274.2348535781355,144707.7670886288,2.365796429652071,0.0,13583.464045730338
1806,2022-09-07,2022,8,2,CT,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",TotalP,,0.0,,101434.03,True,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,8.0,0.0176666666666666,3,0,,0.05,1,,0.05,TP,,-0.4332220146554506,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.0842323019032285,0.08,1,2022-09-07,250,131,47,Siphon,PE_26a08057b7264787ef06,CO_a78000a5ff6306012360,2022-09-07,,,0.0,0.0,1.0552153194808227,13583.464045730338,1274.2348535781355,144707.7670886288,0.0,0.0,1.0552153194808227,0.7268283430420093,13583.464045730338,1274.2348535781355,144707.7670886288,2.365796429652071,0.0,13583.464045730338
2907,2022-09-07,2022,8,2,CT,OUT,CT2-FF-07-GB,True,FALSE,False,,False,,GB,Etape,Siphon,7 V,"EPA Method 160.2 (Gravimetric, Dried at 103-105EC)","ALS Houston, US",,ICP,,,,101434.03,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,8.0,0.0176666666666666,3,0,,,0,,,ICP,,,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.0842323019032285,0.08,1,2022-09-07,250,131,47,Siphon,PE_26a08057b7264787ef06,CO_58bdcfb2c72536d27542,2022-09-07,,,0.15272566914642566,0.0,1.3844241010864105,13583.464045730338,1274.2348535781355,144707.7670886288,0.15272566914642566,0.0,1.3844241010864105,0.7268283430420093,13583.464045730338,1274.2348535781355,144707.7670886288,2.365796429652071,0.15272566914642566,13583.464045730338
2916,2022-09-07,2022,8,2,CT,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",ICP,,,,101434.03,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,8.0,0.0176666666666666,3,0,,,0,,,ICP,,,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.0842323019032285,0.08,1,2022-09-07,250,131,47,Siphon,PE_26a08057b7264787ef06,CO_d8a1082b68a287d591a9,2022-09-07,,,0.0,0.0,0.8699282231277441,13583.464045730338,1274.2348535781355,144707.7670886288,0.0,0.0,0.8699282231277441,0.7268283430420093,13583.464045730338,1274.2348535781355,144707.7670886288,2.365796429652071,0.0,13583.464045730338
2917,2022-09-07,2022,8,2,CT,OUT,,,,False,,,,LC,Etape,Siphon,7 V,,,"From the recorded notes and conversations with Manny, AJ and Erik, it was recalled that water was taking a long time to reach the edge of the field, Erik made a call to not wait to collect samples. it is possible that water did make it to the end of other rows, but not our sample rows. There was a hail event the week before, messed up rows and was flooding the field. It was so messy Erik wasn't convinced samples would be representative",ICP,,,,101434.03,False,,,,,,,ALS_pre2023,False,2022-04-29,2022-10-24,2022,grain corn,2021-10-22,grain corn,2481.29375,256.47374999999965,2021-10-22,False,0.0,8.0,0.0176666666666666,3,0,,,0,,,ICP,,,2.0002396800026423,1.5921492986757586,,2.1563226012610883,-0.0842323019032285,0.08,1,2022-09-07,250,131,47,Siphon,PE_26a08057b7264787ef06,CO_acec32b9a99f846cf042,2022-09-07,,,0.0,0.0,0.8699282231277441,13583.464045730338,1274.2348535781355,144707.7670886288,0.0,0.0,0.8699282231277441,0.7268283430420093,13583.464045730338,1274.2348535781355,144707.7670886288,2.365796429652071,0.0,13583.464045730338
